Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
CTHR,Common Stock,Charles & Colvard Ltd,"Charles & Colvard, Ltd. manufactures, markets and distributes moissanite jewelry and finished jewelry worldwide. The company is headquartered in Morrisville, North Carolina.",1015155,NASDAQ,USD,USA,MANUFACTURING,"JEWELRY, SILVERWARE & PLATED WARE","170 SOUTHPORT DRIVE, MORRISVILLE, NC, US",June,3/31/23,20969800,-3892959,None,0,1.605,0,0,-0.32,1.107,-0.305,-0.134,-0.0451,-0.19,33685700,20438300,-0.32,-0.995,-0.319,1.1,-,112.36,0.63,0.461,0.468,15.63,0.687,1.23,0.68,0.835,0.912,30523700,None,5/29/07
VVX,Common Stock,V2X Inc,None,1601548,NYSE,USD,USA,TRADE & SERVICES,SERVICES-FACILITIES SUPPORT MANAGEMENT SERVICES,"2424 GARDEN OF THE GODS ROAD, SUITE 300, COLORADO SPRINGS, CO, US",December,6/30/23,1565507000,251254000,None,None,31.94,0,0,-2.31,126.11,-0.0112,0.0364,0.0429,-0.0639,3857635000,295012000,-2.31,-0.934,0.963,64.25,-,-,0.835,1.218,1.029,31.38,1.015,56.75,35.04,50.47,44.32,31185400,None,None
VISL,Common Stock,Vislink Technologies Inc,"Vislink Technologies, Inc. is dedicated to designing, developing, and delivering wireless communications solutions in North and South America, Europe, Asia, and internationally. The company is headquartered in Hackettstown, New Jersey.",1565228,NASDAQ,USD,USA,MANUFACTURING,"COMMUNICATIONS EQUIPMENT, NEC","240 S. PINEAPPLE AVENUE, SUITE 701, SARASOTA, FL, US",December,6/30/23,11054100,-12318000,None,None,17.09,0,0,-5.51,11.38,-0.482,-0.508,-0.156,-0.284,27007000,17875000,-5.51,0,-0.255,8.5,-,-,0.533,0.36,0.0456,0.272,1.279,14.4,3.39,5.31,7.45,2377200,8/3/20,None
CCO,Common Stock,Clear Channel Outdoor Holdings Inc,"Clear Channel Outdoor Holdings, Inc. owns, operates and sells advertising displays in the United States and internationally. The company is headquartered in San Antonio, Texas.",1334978,NYSE,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING,"4830 NORTH LOOP 1604W, SUITE 111, SAN ANTONIO, TX, US",December,6/30/23,787150000,517503000,None,-17.22,-7.07,0,0,-0.02,5.22,-0.0053,0.0893,0.0282,0,2494740000,1154732000,-0.02,0.663,-0.01,1.78,-,-,0.203,-,2.933,12.73,2.564,2.14,0.95,1.505,1.386,482914000,1/24/18,None
KREF,Common Stock,KKR Real Estate Finance Trust Inc,"KKR Real Estate Finance Trust Inc., a mortgage real estate investment trust, focuses primarily on originating and acquiring senior loans secured by commercial real estate (CRE) assets. The company is headquartered in New York, New York.",1631596,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"9 WEST 57TH STREET, SUITE 4200, NEW YORK, NY, US",December,6/30/23,820289000,None,None,5.13,16.52,1.72,0.142,-1.35,-0.163,0,6.24,-0.0089,-0.0435,-11298000,80199000,-1.35,-0.641,-0.285,13.46,-,11.67,9.59,0.683,-,-,0.885,15.62,9.05,12.23,12.67,69106000,10/13/23,9/28/23
HOPE,Common Stock,Hope Bancorp Inc,"Hope Bancorp, Inc. is the bank holding company for Bank of Hope providing banking services for small and medium-sized businesses and individuals in the United States. The company is headquartered in Los Angeles, California.",1128361,NASDAQ,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"3200 WILSHIRE BLVD, SUITE 1400, LOS ANGELES, CA, US",December,6/30/23,1041756000,None,5.71,1.34,17.23,0.56,0.0642,1.52,4.966,0.307,0.451,0.0095,0.0898,593966000,620218000,1.52,-0.263,-0.083,10.6,5.71,7.1,2.45,0.768,-,-,1.207,13.41,7.32,9.75,10.39,120018000,8/17/23,8/2/23
GD,Common Stock,General Dynamics Corporation,"General Dynamics Corporation (GD) is an American aerospace and defense corporation. It is headquartered in Reston, Fairfax County, Virginia.",40533,NYSE,USD,USA,MANUFACTURING,SHIP & BOAT BUILDING & REPAIRING,"11011 SUNSET HILLS RD, RESTON, VA, US",December,6/30/23,60334313000,5081000000,18.14,1.917,71.47,5.16,0.0239,12.18,149.25,0.0824,0.102,0.0508,0.183,40859001000,6622000000,12.18,-0.018,0.105,264.74,18.14,17.79,1.732,3.873,2.033,15.21,0.829,252.47,201.11,222.71,224.28,273043000,11/10/23,10/5/23
GHLD,Common Stock,Guild Holdings Co,"Guild Holdings Company, a mortgage company, originates, sells and services residential mortgage loans in the United States. ",1821160,NYSE,USD,USA,FINANCE,MORTGAGE BANKERS & LOAN CORRESPONDENTS,"5887 COPLEY DRIVE, SAN DIEGO, CA, US",December,6/30/23,743085000,133636000,11.61,None,20.52,0,0,1.05,12.97,0.0786,0.15,0.0208,0.0509,789962000,1214061000,1.05,-0.368,-0.149,14.21,11.61,4.405,0.483,0.558,-,-,0.935,12.88,7.97,11.98,11.16,20625600,9/7/23,8/22/23
VRTS,Common Stock,Virtus Investment Partners Inc,"Virtus Investment Partners, Inc. is a publicly owned investment manager. The company is headquartered in Hartford, Connecticut.",883237,NASDAQ,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FINANCIAL PLAZA, 26TH FLOOR, HARTFORD, CT, US",December,6/30/23,1465514000,210766000,11.06,0.62,117.37,6.6,0.0376,18.27,112.62,0.166,0.177,0.0252,0.124,820042000,402508000,18.27,0.79,-0.052,216.5,11.06,-,1.424,1.759,3.298,8.85,1.573,244,136.99,203.52,197.78,7255400,11/15/23,10/30/23
ZEUS,Common Stock,Olympic Steel Inc,"Olympic Steel, Inc. processes and distributes metal products in the United States and internationally. The company is headquartered in Bedford Heights, Ohio.",917470,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-METALS SERVICE CENTERS & OFFICES,"5096 RICHMOND RD, BEDFORD HEIGHTS, OH, US",December,6/30/23,625758000,97439000,15.92,0.46,48.37,0.43,0.0089,3.53,198.55,0.0178,0.0326,0.0446,0.0788,2296825000,486060000,3.53,-0.602,-0.197,54,15.92,13.66,0.131,0.715,0.236,3.447,1.816,58.53,22.38,51.8,47.28,11132500,9/15/23,8/31/23
VREX,Common Stock,Varex Imaging Corp,"Varex Imaging Corporation designs and manufactures X-ray imaging components. The company is headquartered in Salt Lake City, Utah.",1681622,NASDAQ,USD,USA,MANUFACTURING,"ELECTRONIC COMPONENTS, NEC","1678 S. PIONEER ROAD, SALT LAKE CITY, UT, US",September,6/30/23,759116000,108000000,25.74,1.214,13.16,0,0,0.73,22.34,0.0328,0.0841,0.0397,0.0557,897400000,283500000,0.73,0.042,0.083,36.25,25.74,27.93,0.902,1.512,1.342,10.07,0.826,23.89,17.11,20.37,20.24,40400000,None,None
FUSB,Common Stock,First US Bancshares Inc,"First US Bancshares, Inc. is the banking holding company for First US Bank offering commercial banking products and services. The company is headquartered in Birmingham, Alabama.",717806,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"3291 U.S. HIGHWAY 280, BIRMINGHAM, AL, US",December,6/30/23,50053000,None,6.66,0,14.59,0.18,0.0235,1.28,6.58,0.209,0.274,0.0081,0.0972,39227000,37015000,1.28,0.409,0.118,None,6.66,-,1.334,0.589,-,-,1.128,9.82,6.31,8.69,8.4,5874800,10/2/23,9/7/23
MLP,Common Stock,Maui Land & Pineapple Company Inc,"Maui Land & Pineapple Company, Inc., develops, manages and sells residential, tourist, commercial, agricultural and industrial real estate in the United States. The company is headquartered in Lahaina, Hawaii.",63330,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,"200 VILLAGE ROAD, LAHAINA, HI, US",December,6/30/23,260031000,-10088000,None,0,1.682,0,0,-0.56,0.487,-1.116,-1.174,-0.154,-0.315,9496000,14789000,-0.56,4.579,-0.823,None,-,-,8.07,4.994,7.96,25.86,0.64,15.95,8.27,14.01,11.91,19625000,None,3/8/00
TNC,Common Stock,Tennant Company,"Tennant Company designs, manufactures and markets floor cleaning equipment in America, Europe, the Middle East, Africa and Asia Pacific. The company is headquartered in Eden Prairie, Minnesota.",97134,NYSE,USD,USA,TECHNOLOGY,REFRIGERATION & SERVICE INDUSTRY MACHINERY,"701 N LILAC DR, PO BOX 1452, MINNEAPOLIS, MN, US",December,6/30/23,1377959000,182500000,14.89,2.01,28.08,1.045,0.014,4.98,63.95,0.0804,0.113,0.0784,0.199,1181400000,421200000,4.98,0.888,0.148,103.33,14.89,21.1,1.074,2.725,1.298,11.61,1.105,87.25,55.22,79.87,73.39,18583400,9/15/23,8/30/23
ELYS,Common Stock,Elys Game Technology Corp,"Elys Game Technology, Corp. The company is headquartered in Toronto, Canada.",1080319,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1900 GLADES RD., SUITE 280, BOCA RATON, FL, US",December,6/30/23,15944300,-11626281,None,None,0.154,0,0,-0.62,1.417,-0.404,-0.302,-0.253,-1.591,43863700,9972700,-0.62,0,0.096,2,-,14.49,0.102,0.32,0.0466,-0.123,2.058,1.47,0.111,0.486,0.49,38812800,12/12/19,None
WTI,Common Stock,W&T Offshore Inc,"W&T Offshore, Inc., an independent oil and natural gas producer, is engaged in the acquisition, exploration and development of oil and natural gas properties in the Gulf of Mexico. The company is headquartered in Houston, Texas.",1288403,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"NINE GREENWAY PLAZA, SUITE 300, HOUSTON, TX, US",December,6/30/23,641587000,362402000,5.15,-0.18,0.169,0,0,0.85,4.929,0.174,0.319,0.112,0,714091000,661455000,0.85,-0.152,-0.539,9.9,5.15,2.893,0.961,-,1.166,2.101,1.988,9.16,3.62,4.166,4.735,146481000,12/3/14,11/14/14
ZS,Common Stock,Zscaler Inc,"Zscaler, Inc. is a global cloud security company. The company is headquartered in San Jose, California.",1713683,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"110 ROSE ORCHARD WAY, SAN JOSE, CA, US",July,4/30/23,23106218000,-233238000,None,2.115,4.122,0,0,-1.9,10.28,-0.182,-0.179,-0.058,-0.475,1480005000,850109000,-1.9,0,0.46,173.97,-,99.01,13.9,41.18,14.11,-64.71,0.862,185.99,84.93,147.04,127.36,145891000,None,None
BGSF,Common Stock,BG Staffing Inc,"BGSF Inc. provides workforce solutions and placement services in the United States. The company is headquartered in Plano, Texas.",1474903,NYSE,USD,USA,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,"14900 LANDMARK BLVD, SUITE 300, DALLAS, TX, US",December,6/30/23,104303000,22936200,None,0.477,7.79,0.6,0.0625,-0.72,29.52,-0.024,0.055,0.0673,-0.0877,311907000,103547000,-0.72,-0.198,0.091,17.25,-,9.54,0.48,1.431,0.585,7.21,1.781,15.39,8.72,9.84,11.34,10853600,8/28/23,8/18/23
IEX,Common Stock,IDEX Corporation,"IDEX Corporation, based in Northbrook, Illinois, is a publicly traded company engaged in the development, design, and manufacture of fluidics systems and specialty engineered products.",832101,NYSE,USD,USA,TECHNOLOGY,PUMPS & PUMPING EQUIPMENT,"3100 SANDERS ROAD, SUITE 301, NORTHBROOK, IL, US",December,6/30/23,15726665000,947900000,26.74,2.155,43.31,2.48,0.0123,7.78,44.06,0.176,0.244,0.0954,0.194,3326300000,1435400000,7.78,0.006,0.063,233.73,26.74,28.01,5.61,6.42,6.03,20.83,0.987,244.12,193.6,218.18,218.87,75602000,10/27/23,10/12/23
KZR,Common Stock,Kezar Life Sciences Inc,"Kezar Life Sciences, Inc., a clinical-stage biotechnology company, is dedicated to the discovery and development of new small molecule therapies to address the unmet needs in immune-mediated diseases and cancer in the United States. The company is headquartered in South San Francisco, California.",1645666,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"4000 SHORELINE COURT, SUITE 300, SOUTH SAN FRANCISCO, CA, US",December,6/30/23,114128000,-89586000,None,None,3.202,0,0,-1.09,0,0,0,-0.194,-0.312,0,0,-1.09,0,0,13,-,-,-,1.688,-,-3.262,0.118,8.99,1.08,2.057,4.198,72693000,None,None
BOWL,Common Stock,Bowlero Corp,None,1840572,NYSE,USD,USA,TRADE & SERVICES,SERVICES-AMUSEMENT & RECREATION SERVICES,"7313 BELL CREEK ROAD, MECHANICSVILLE, VA, US",June,3/31/23,1918866000,335251000,None,None,0.506,0,0,-0.41,6.63,-0.0526,0.207,0.0724,-0.244,1087087000,305676000,-0.41,0,0.225,20.35,-,625,2.102,7.15,3.621,26.27,0.2,17.45,9.09,11.36,13.32,112676000,None,None
CFIV,Common Stock,CF Acquisition IV Corp,"CF Acquisition Corp. The company is headquartered in New York, New York.",1825249,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"110 EAST 59TH STREET, NEW YORK, NY, US",December,6/30/23,222285000,None,352,None,-0.389,0,0,0.03,0,0,0,-0.0033,0,0,0,0.03,-0.931,0,None,352,-,-,1.281,-,-402.45,-0.0293,11.01,9.93,10.54,10.33,20915900,None,None
PINS,Common Stock,Pinterest Inc,"Pinterest, Inc. provides a visual discovery engine in the United States and internationally. The company is headquartered in San Francisco, California.",1506293,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","808 BRANNAN STREET, SAN FRANCISCO, CA, US",December,6/30/23,18525665000,-179836992,None,1.371,4.022,0,0,-0.43,4.257,-0.101,-0.077,-0.0401,-0.0999,2872365000,2127077000,-0.43,-0.9,0.063,31.9,-,32.15,6.16,4.995,4.771,109.68,1.022,30.86,20.6,27.44,25.72,594324000,None,None
HSIC,Common Stock,Henry Schein Inc,"Henry Schein, Inc. is an American distributor of health care products and services with a presence in 32 countries.",1000228,NASDAQ,USD,USA,TRADE & SERVICES,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES","135 DURYEA RD, MELVILLE, NY, US",December,6/30/23,9566658000,1053000000,21.17,1.937,27.26,0,0,3.46,94.74,0.0364,0.0665,0.06,0.0996,12598000000,3831000000,3.46,-0.086,0.023,81.64,21.17,16.47,0.883,3.122,0.995,11.35,0.808,89.72,64.75,76.46,79.36,130585000,None,None
INGN,Common Stock,Inogen Inc,"Inogen, Inc., a medical technology company, develops, manufactures, and markets portable oxygen concentrators for patients, physicians and other physicians, and third-party payers in the United States and internationally. The company is headquartered in Goleta, California.",1294133,NASDAQ,USD,USA,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","326 BOLLAY DRIVE, GOLETA, CA, US",December,6/30/23,124323000,-40947000,None,3.48,11.85,0,0,-4.24,15.19,-0.276,-0.175,-0.0907,-0.305,349277000,153533000,-4.24,0.873,-0.191,8,-,-,1.284,1.368,0.806,-29.09,0.986,26.11,5.05,6.53,13.29,23194500,None,None
ARCH,Common Stock,Arch Resources Inc,"Arch Resources, Inc. produces and sells thermal and metallurgical coal from surface and underground mines. The company is headquartered in St. Louis, Missouri.",1037676,NYSE,USD,USA,ENERGY & TRANSPORTATION,BITUMINOUS COAL & LIGNITE SURFACE MINING,"CITY PLACE ONE STE 300, ARCH MINERAL CORP, ST LOUIS, MO, US",December,6/30/23,3093656000,893599000,3.724,0,78.58,22.31,0.0429,45.83,183.35,0.278,0.221,0.195,0.709,3329024000,1385730000,45.83,-0.791,-0.332,176.26,3.724,3.038,0.695,2.165,0.611,1.791,0.719,175.1,99.38,139.58,133.55,18127300,9/15/23,8/30/23
INVE,Common Stock,Identiv Inc,"Identiv, Inc. is a security technology company that protects data, physical places, and things in the Americas, Europe, the Middle East, and Asia-Pacific. The company is headquartered in Fremont, California.",1036044,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","2201 WALNUT AVENUE, SUITE 100, FREMONT, CA, US",December,6/30/23,189202000,-12000,None,0,3.214,0,0,-0.19,5.06,-0.026,-0.021,-0.0146,-0.0407,115549000,40944000,-0.19,-0.891,0.061,11.63,-,33.67,1.466,2.356,1.398,-433,1.472,13.93,5.07,8.28,7.47,23129800,None,None
FATH,Common Stock,Fathom Digital Manufacturing Corp,None,1836176,NYSE,USD,USA,MANUFACTURING,FABRICATED STRUCTURAL METAL PRODUCTS,"40 W 57TH STREET, 33RD FLOOR, NEW YORK, NY, US",December,6/30/23,61035000,13817000,None,None,0.783,0,0,-9.59,2.237,0,-0.0773,-0.0074,-1.619,148096000,59193000,-9.59,-0.889,-0.179,0.75,-,-,1.925,1.529,1.929,-0.321,1.178,57.2,5.2,0.492,0.957,70085000,None,None
ERIE,Common Stock,Erie Indemnity Company,"Erie Indemnity Company is an administrative agent for underwriters on the Erie Insurance Exchange in the United States. The company is headquartered in Erie, Pennsylvania.",922621,NASDAQ,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","100 ERIE INSURANCE PL, ERIE, PA, US",December,6/30/23,15649844000,502543000,44.21,3.05,29.55,4.68,0.0159,6.77,58.03,0.117,0.149,0.125,0.245,3034206000,376214000,6.77,0.471,0.157,115,44.21,-,5.12,10.29,4.971,-,0.395,304.02,199.49,268.8,241.93,46189100,10/20/23,7/5/23
AR,Common Stock,Antero Resources Corp,"Antero Resources Corporation, an independent oil and natural gas company, acquires, explores, develops, and produces natural gas, natural gas liquids, and oil properties in the United States. The company is headquartered in Denver, Colorado.",1433270,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"1615 WYNKOOP STREET, DENVER, CO, US",December,6/30/23,7623746000,2831271000,5.63,0.419,22.73,0,0,4.51,22.25,0.213,0.301,0.09,0.237,6681775000,6674183000,4.51,-0.127,-0.619,32.57,5.63,3.425,1.163,1.537,1.72,4.014,3.5,40.19,19.91,26.43,25.37,300384000,None,None
VHAQ,Common Stock,Viveon Health Acquisition Corp,"Viveon Health Acquisition Corp. The company is headquartered in Norcross, Georgia.",1823857,NYSE MKT,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"C/O GIBSON, DEAL, AND FLETCHER, P. C., 3953, NORCROSS, GA, US",December,6/30/23,75130000,None,None,None,-2.339,0,0,-0.04,0,0,0,-0.0115,0,0,0,-0.04,0,0,None,-,-,-,3.096,-,-11.37,0.0114,12.48,7.85,11.11,10.85,6648700,None,None
IOR,Common Stock,Income Opportunity Realty Investors,"Income Opportunity Realty Investors, Inc., a Dallas-based real estate investment firm, has a portfolio of real estate stocks in Texas, including undeveloped land. ",949961,NYSE MKT,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"1603 LBJ FREEWAY, SUITE 800, DALLAS, TX, US",December,6/30/23,46477800,None,8.71,None,27.56,0,0,1.28,0,0,0,-0.0101,0.0476,0,0,1.28,1.2,0,None,8.71,-,-,0.452,-,-32.24,0.118,13.5,10.58,12,11.56,4168400,None,9/15/00
HLLY,Common Stock,Holley Inc,"Holley Inc. designs, manufactures, and markets automotive aftermarket products for auto and truck enthusiasts in the United States, Canada, Europe, and China. The company is headquartered in Bowling Green, Kentucky.",1822928,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"C/O MIDOCEAN PARTNERS, 245 PARK AVENUE, 38TH FLOOR, NEW YORK, NY, US",December,6/30/23,680050000,82653000,None,None,3.749,0,0,-0.02,5.6,0.0511,0.0877,0.0286,0.0819,656407000,258177000,-0.02,-0.683,-0.023,9.33,-,-,0.407,0.769,1.326,6.38,1.631,8.06,1.88,5.62,3.406,117250000,None,None
CBAY,Common Stock,Cymabay Therapeu,"CymaBay Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing and delivering therapies to treat liver and other chronic diseases. The company is headquartered in Newark, California.",1042074,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"3876 BAY CENTER PLACE, HAYWARD, CA, US",December,6/30/23,1754287000,-71037000,None,0,1.108,0,0,-0.94,0.33,-2.603,-2.315,-0.222,-0.846,31016000,-41635000,-0.94,0,0,22.75,-,-,-,5.76,-,-3.032,0.351,18.2,3.155,13.6,9.76,112671000,None,None
SWK,Common Stock,Stanley Black & Decker Inc,"Stanley Black & Decker, Inc., formerly known as The Stanley Works, is a Fortune 500 American manufacturer of industrial tools and household hardware and provider of security products. Headquartered in the greater Hartford city of New Britain, Connecticut, Stanley Black & Decker is the result of the merger of Stanley Works and Black & Decker on March 12, 2010.",93556,NYSE,USD,USA,MANUFACTURING,"CUTLERY, HANDTOOLS & GENERAL HARDWARE","1000 STANLEY DR, P O BOX 7000, NEW BRITAIN, CT, US",December,6/30/23,12806963000,965700000,None,1.368,62.22,3.2,0.0391,-0.52,109.59,0.0487,0.0219,0.0082,-0.008,16197100000,4411500000,-0.52,1.07,-0.053,100.73,-,17.24,0.668,1.313,1.149,16.07,1.368,103.32,67.6,92.31,85.86,153230000,9/19/23,9/1/23
M,Common Stock,Macy’s Inc,"Macy's, Inc., an omnichannel retail organization, operates stores, websites, and mobile apps under the Macy's, Bloomingdale's and bluemercury brands. The company is headquartered in New York, New York.",794367,NYSE,USD,USA,TRADE & SERVICES,RETAIL-DEPARTMENT STORES,"7 WEST SEVENTH STREET, CINCINNATI, OH, US",January,7/31/23,3176890000,1846000000,4.3,0.913,15.39,0.646,0.057,2.7,89.29,0.0308,0.0494,0.0461,0.194,24359000000,9999000000,2.7,-0.429,-0.095,15.55,4.3,5.18,0.222,1.698,0.457,4.065,1.914,24.29,10.66,13.47,17.27,273634000,10/2/23,9/14/23
USEA,Common Stock,United Maritime Corporation,"United Maritime Corporation, a shipping company, provides shipping services worldwide. ",1912847,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,WATER TRANSPORTATION,"154 VOULIAGMENIS AVENUE, GLYFADA, GREECE",December,6/30/23,21519000,3671900,0.494,None,6.66,0,0,4.9,4.891,0.293,0.394,0.133,0.302,7395200,4627600,4.9,0,0,None,0.494,-,0.865,0.677,11.73,29.59,None,3.272,1.123,2.557,2.982,8892200,10/6/23,6/21/23
